segmento_id,osm_via_id,rodovia,nome_via,sentido_osm,faixas,velocidade_max_kmh,latitude,longitude,comprimento_segmento_m,distancia_vegetacao_m,tipo_vegetacao,osm_vegetacao_tipo,osm_vegetacao_id,score_prioridade,prioridade_inspecao
464,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9767962,-47.1126412,41.5,7.0,grass,way,1091081565,83.1,alta
465,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9743756,-47.1140738,571.5,8.2,grass,way,1091081565,82.8,alta
466,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.971472,-47.1157905,163.7,7.0,grass,way,1091081565,83.1,alta
467,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9701851,-47.1165627,163.3,5.4,grass,way,1091081565,83.6,alta
468,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9691895,-47.1171955,93.3,6.0,grass,way,1091081565,83.4,alta
469,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9684972,-47.1176841,90.3,6.4,grass,way,1091081565,83.3,alta
470,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9678041,-47.1181948,95.9,5.7,grass,way,1091081565,83.5,alta
471,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9659515,-47.1197054,419.4,6.2,grass,way,1091081565,83.3,alta
472,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9632224,-47.1219801,345.7,5.3,grass,way,1091081565,83.6,alta
473,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.961308,-47.1235329,185.7,6.0,grass,way,1091081565,83.4,alta
474,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9603333,-47.1242382,75.1,9.1,grass,way,1091081565,82.6,alta
475,151798171,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9597651,-47.1245603,67.5,9.7,grass,way,1091081565,82.4,alta
476,151798172,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9988053,-47.1024355,40.5,7.3,grass,way,1091081565,83.0,alta
477,151798172,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9991127,-47.1021558,48.7,7.0,grass,way,1091081565,83.1,alta
478,151798172,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9997726,-47.1015813,139.4,8.2,grass,way,1091081565,82.8,alta
479,151798172,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0008638,-47.1006558,168.5,7.1,grass,way,1091081565,83.1,alta
480,151798172,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0015664,-47.1000722,28.2,6.6,grass,way,1091081565,83.2,alta
481,151798172,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0021889,-47.0995656,144.8,7.1,grass,way,1091081565,83.1,alta
482,151798172,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0027251,-47.0991285,4.3,7.5,grass,way,1091081565,83.0,alta
483,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.008659,-47.0926451,100.7,500.0,sem_feicao_em_500m,,,0.0,baixa
484,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0082446,-47.0932455,52.9,500.0,sem_feicao_em_500m,,,0.0,baixa
485,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0079607,-47.0936411,49.8,500.0,sem_feicao_em_500m,,,0.0,baixa
486,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0076916,-47.0940059,45.9,500.0,sem_feicao_em_500m,,,0.0,baixa
487,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0074398,-47.0943264,40.4,500.0,sem_feicao_em_500m,,,0.0,baixa
488,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0071398,-47.0946778,57.7,500.0,sem_feicao_em_500m,,,0.0,baixa
489,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0067781,-47.0950802,57.5,500.0,sem_feicao_em_500m,,,0.0,baixa
490,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0063992,-47.0954718,58.9,500.0,sem_feicao_em_500m,,,0.0,baixa
491,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0059967,-47.0958459,59.0,456.7,grass,way,1091081565,5.0,baixa
492,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0056202,-47.0961718,48.1,403.3,grass,way,1091081565,5.0,baixa
493,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0051511,-47.0965714,84.5,337.3,grass,way,1091081565,5.0,baixa
494,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0046412,-47.0969992,58.8,266.1,grass,way,1091081565,14.0,baixa
495,151798173,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0038919,-47.0976114,149.8,163.7,grass,way,1091081565,41.4,media
496,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9007899,-47.2083502,37.6,7.8,grass,way,1413364015,82.9,alta
497,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9003328,-47.2093093,183.7,5.7,grass,way,1413364015,83.5,alta
498,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8997691,-47.2106076,110.5,4.8,grass,way,1413366128,83.7,alta
499,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8995181,-47.2112627,34.9,5.6,grass,way,1413366128,83.5,alta
500,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8993937,-47.2116126,42.0,5.7,grass,way,1413366128,83.5,alta
501,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8992509,-47.212047,52.5,5.8,grass,way,1413366128,83.4,alta
502,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.89911,-47.2125018,45.8,5.9,grass,way,1413366128,83.4,alta
503,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8989875,-47.2129288,45.9,5.8,grass,way,1413366128,83.5,alta
504,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8987599,-47.213842,147.9,6.0,grass,way,1413366128,83.4,alta
505,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8984092,-47.215304,161.6,5.7,grass,way,1413366128,83.5,alta
506,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8979871,-47.2170541,209.1,5.9,grass,way,1413366128,83.4,alta
507,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.897436,-47.21934,275.0,5.6,grass,way,1413366128,83.5,alta
508,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8969841,-47.2212294,124.9,5.8,grass,way,1425101948,83.4,alta
509,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8967696,-47.2221129,62.3,6.1,grass,way,1425101948,83.4,alta
510,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8966547,-47.2225763,36.0,6.0,grass,way,1425101948,83.4,alta
511,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8965691,-47.2229109,35.2,5.5,grass,way,1425101948,83.5,alta
512,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8964869,-47.2231972,26.3,5.5,grass,way,1425101948,83.5,alta
513,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8963884,-47.2234965,38.8,6.0,grass,way,1425101948,83.4,alta
514,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8962696,-47.2238278,34.0,5.8,grass,way,1425101948,83.5,alta
515,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.896143,-47.2241336,34.7,5.8,grass,way,1425101948,83.5,alta
516,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8960059,-47.224427,32.7,5.9,grass,way,1425101948,83.4,alta
517,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8958418,-47.2247398,41.0,6.3,grass,way,1425101948,83.3,alta
518,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8956648,-47.2250466,33.1,6.1,grass,way,1425101948,83.4,alta
519,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8954849,-47.2253247,36.5,6.2,grass,way,1425101948,83.3,alta
520,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8952853,-47.2256038,35.9,6.3,grass,way,1425101948,83.3,alta
521,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.895079,-47.2258633,34.3,6.1,grass,way,1425101948,83.4,alta
522,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8948619,-47.2261151,36.4,5.8,grass,way,1425101948,83.4,alta
523,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8946314,-47.2263575,35.0,5.8,grass,way,1425101948,83.5,alta
524,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8944017,-47.2265752,32.8,5.7,grass,way,1425101948,83.5,alta
525,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.894186,-47.2267663,29.2,5.7,grass,way,1425101948,83.5,alta
526,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8939322,-47.2269656,40.5,6.0,grass,way,1425101948,83.4,alta
527,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8936463,-47.2271672,35.3,6.1,grass,way,1425101948,83.4,alta
528,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8933628,-47.2273458,37.6,5.7,grass,way,1425101948,83.5,alta
529,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8930935,-47.2275,30.1,5.8,grass,way,1425101948,83.4,alta
530,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8928297,-47.2276341,34.6,6.1,grass,way,1425101948,83.4,alta
531,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8925415,-47.2277648,34.9,5.7,grass,way,1425101948,83.5,alta
532,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8922388,-47.2278855,36.9,5.7,grass,way,1425101948,83.5,alta
533,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8919432,-47.2279902,32.3,6.1,grass,way,1425101948,83.4,alta
534,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8916464,-47.2280818,36.3,6.3,grass,way,1425101948,83.3,alta
535,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8907335,-47.2283221,172.6,5.7,grass,way,1425101947,83.5,alta
536,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.889118,-47.2287374,196.6,6.0,grass,way,1425101947,83.4,alta
537,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8880353,-47.2290189,51.0,6.2,grass,way,1425101947,83.3,alta
538,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8876322,-47.2291428,42.2,6.1,grass,way,1425101947,83.4,alta
539,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8872812,-47.2292676,39.9,5.8,grass,way,1425101947,83.5,alta
540,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.886972,-47.2293887,33.2,6.0,grass,way,1425101947,83.4,alta
541,151830586,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.8866892,-47.2295225,35.5,6.0,grass,way,1425101947,83.4,alta
542,151830587,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9035661,-47.2044564,75.9,29.0,grass,way,1413366120,77.3,alta
543,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9045403,-47.2030473,285.1,6.2,grass,way,1413364016,83.3,alta
544,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9057318,-47.2013332,154.8,7.3,grass,way,1413364016,83.1,alta
545,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9067627,-47.1998385,227.7,7.1,grass,way,1413364016,83.1,alta
546,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9076429,-47.1985443,101.9,5.9,grass,way,1413364016,83.4,alta
547,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9084512,-47.1973697,198.5,5.8,grass,way,1413364016,83.5,alta
548,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9096,-47.195696,229.1,5.4,grass,way,1413364017,83.6,alta
549,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9103686,-47.1945432,62.5,6.0,grass,way,1413364018,83.4,alta
550,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9106619,-47.1940449,58.7,5.7,grass,way,1413364018,83.5,alta
551,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.910928,-47.1935518,58.4,5.5,grass,way,1413364018,83.5,alta
552,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.911169,-47.1930683,54.2,5.3,grass,way,1413364018,83.6,alta
553,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9113754,-47.1926286,46.9,5.7,grass,way,1413364018,83.5,alta
554,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9115519,-47.1922296,43.8,6.2,grass,way,1413364018,83.3,alta
555,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9117328,-47.1917686,58.8,6.4,grass,way,1413364018,83.3,alta
556,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9119268,-47.1912219,61.2,5.9,grass,way,1413364018,83.4,alta
557,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9120932,-47.1907101,50.0,5.8,grass,way,1413364018,83.4,alta
558,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9122307,-47.190231,52.8,5.9,grass,way,1413364018,83.4,alta
559,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9123603,-47.1897121,57.3,5.8,grass,way,1413364018,83.5,alta
560,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9124691,-47.1892201,46.3,6.0,grass,way,1413364018,83.4,alta
561,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9125516,-47.1887799,45.7,5.9,grass,way,1413364018,83.4,alta
562,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9126205,-47.1883413,45.4,5.4,grass,way,1413364018,83.6,alta
563,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9126802,-47.1879216,41.6,5.1,grass,way,1413364018,83.6,alta
564,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9127304,-47.1875055,44.4,5.5,grass,way,1413364018,83.5,alta
565,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9127691,-47.187072,44.8,5.6,grass,way,1413364018,83.5,alta
566,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9127969,-47.186632,45.5,5.9,grass,way,1413364018,83.4,alta
567,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9128122,-47.1861224,58.9,5.6,grass,way,1413364018,83.5,alta
568,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9128149,-47.1856225,43.5,6.0,grass,way,1413364018,83.4,alta
569,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9128037,-47.185171,49.1,6.2,grass,way,1413364018,83.3,alta
570,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9127824,-47.1847332,40.7,6.3,grass,way,1413364018,83.3,alta
571,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9127417,-47.1841714,74.7,6.6,grass,way,1413364018,83.2,alta
572,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9126609,-47.1834443,75.4,7.1,grass,way,1413364018,83.1,alta
573,151830590,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9125055,-47.1823598,149.4,6.9,grass,way,1413364018,83.2,alta
574,151830591,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9034559,-47.204228,75.1,16.2,grass,way,1413364014,80.7,alta
575,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0245518,-47.0760575,94.0,218.5,wood,way,1094356584,36.7,baixa
576,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0253155,-47.0756503,95.2,180.2,wood,way,1094356578,47.0,media
577,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0265061,-47.075057,196.1,48.2,wood,way,1094356578,82.2,alta
578,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0296039,-47.0735579,558.0,140.6,wood,way,1094356578,57.5,media
579,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0340374,-47.0714244,520.3,500.0,sem_feicao_em_500m,,,0.0,baixa
580,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0366867,-47.0701232,126.4,500.0,sem_feicao_em_500m,,,0.0,baixa
581,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0374305,-47.0697018,60.2,500.0,sem_feicao_em_500m,,,0.0,baixa
582,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0379918,-47.0692958,89.9,448.0,wood,way,1094356582,15.0,baixa
583,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0385042,-47.0688632,54.5,399.4,wood,way,1094356582,15.0,baixa
584,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0388458,-47.068535,47.0,367.1,wood,way,1094356582,15.0,baixa
585,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0391472,-47.0682173,46.5,337.9,wood,way,1094356582,15.0,baixa
586,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0394846,-47.0678252,63.4,306.2,wood,way,1094356582,15.0,baixa
587,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0398387,-47.0673603,60.2,275.9,wood,way,1094356582,21.4,baixa
588,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0401302,-47.06692,50.8,254.8,wood,way,1094356582,27.0,baixa
589,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0403717,-47.0665162,47.7,242.9,wood,way,1094356582,30.2,baixa
590,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.040867,-47.0655905,171.4,246.3,wood,way,1094356582,29.3,baixa
591,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0412988,-47.0647678,22.4,279.9,wood,way,1094356582,20.4,baixa
592,151916217,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0413615,-47.0646488,5.7,286.7,wood,way,1094356582,18.5,baixa
593,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0231282,-47.076471,219.9,211.6,wood,way,1094356584,38.6,baixa
594,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0216076,-47.0776414,195.2,380.3,wood,way,1094356584,15.0,baixa
595,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0196157,-47.0794104,377.0,455.8,wood,way,1094356584,15.0,baixa
596,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.017716,-47.081129,172.8,255.9,grass,way,1411679245,16.8,baixa
597,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0168356,-47.0819379,83.6,137.3,grass,way,1411679245,48.4,media
598,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0162554,-47.0825011,89.5,75.0,grass,way,1411679245,65.0,media
599,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0158499,-47.0829258,35.8,67.0,grass,way,1411679245,67.1,media
600,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.01554,-47.083265,62.1,68.1,grass,way,1411679245,66.9,media
601,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0150909,-47.0837753,82.5,71.9,grass,way,1411679243,65.8,media
602,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0145133,-47.0844572,107.3,45.6,grass,way,1454186189,72.9,alta
603,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0138642,-47.0852745,113.8,71.5,grass,way,1411679249,65.9,media
604,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0128337,-47.0867234,261.1,109.7,grass,way,1411679249,55.7,media
605,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0116682,-47.0883653,163.3,304.4,grass,way,1411679249,5.0,baixa
606,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0107245,-47.0897144,183.6,474.6,grass,way,1411679249,5.0,baixa
607,151916221,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0099851,-47.09079,91.2,500.0,sem_feicao_em_500m,,,0.0,baixa
608,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1070803,-47.0074514,328.9,147.0,grass,way,549133530,45.8,media
609,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1092147,-47.0056802,268.3,345.2,grass,way,549133530,5.0,baixa
610,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1103213,-47.0047617,41.3,367.4,wood,way,1094351968,15.0,baixa
611,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1106326,-47.0044756,49.3,329.6,wood,way,1094351968,15.0,baixa
612,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1110731,-47.0040317,84.2,280.4,wood,way,1094351968,20.2,baixa
613,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1116272,-47.0033966,95.0,233.3,wood,way,1094351968,32.8,baixa
614,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1121689,-47.0026475,100.0,216.1,wood,way,1094351968,37.4,baixa
615,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1133123,-47.000607,389.1,57.2,wood,way,1094351968,79.8,alta
616,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1146045,-46.9982778,167.4,90.8,wood,way,1094351936,70.8,alta
617,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1154482,-46.9969763,158.4,36.5,wood,way,1094351936,85.3,alta
618,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1165342,-46.9955605,218.9,70.6,wood,way,1094351938,76.2,alta
619,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1183417,-46.9934724,367.7,133.9,wood,way,1094351938,59.3,media
620,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1206476,-46.9908731,370.9,211.4,wood,way,1094351953,38.6,baixa
621,153047726,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1222684,-46.9890425,148.8,77.2,wood,way,1094351953,74.4,alta
622,153047732,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1058452,-47.0084789,17.0,141.8,grass,way,1090229504,47.2,media
623,153047748,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1056065,-47.0081497,16.2,184.1,grass,way,1090229504,35.9,baixa
624,153047750,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1054172,-47.0083011,36.1,189.0,grass,way,1090229505,34.6,baixa
625,153047750,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1039792,-47.0094825,364.7,229.5,wood,way,485215792,33.8,baixa
626,153047750,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1020482,-47.0110804,175.0,225.5,wood,way,485215792,34.9,baixa
627,153047750,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1012094,-47.0117652,58.4,152.8,wood,way,345112900,54.2,media
628,153047750,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1006427,-47.0122245,98.9,118.1,wood,way,345112900,63.5,media
629,153047750,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1001749,-47.0126164,32.5,109.2,wood,way,345112900,65.9,media
630,155491523,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1003069,-47.0130509,33.7,63.3,wood,way,345112900,78.1,alta
631,155491525,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0999581,-47.0127928,27.8,105.5,wood,way,345112900,66.9,media
632,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0996306,-47.0130711,64.7,101.7,wood,way,345112900,67.9,media
633,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0991855,-47.0134484,60.9,101.8,wood,way,345112900,67.9,media
634,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0987579,-47.0138101,59.6,123.3,wood,way,345112900,62.1,media
635,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0984056,-47.0141052,39.3,157.0,wood,way,345112900,53.1,media
636,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0981155,-47.0143262,39.5,189.8,wood,way,345112900,44.4,media
637,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0977248,-47.0146419,68.8,237.5,wood,way,345112900,31.7,baixa
638,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0972749,-47.0150154,57.1,295.5,wood,way,345112900,16.2,baixa
639,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0969125,-47.0152863,40.8,342.5,wood,way,345112900,15.0,baixa
640,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0966127,-47.0154773,36.6,316.1,wood,way,1092774055,15.0,baixa
641,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0963211,-47.0156546,37.7,279.4,wood,way,1092774055,20.5,baixa
642,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0959437,-47.0158799,58.0,232.1,wood,way,1092774055,33.1,baixa
643,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0954206,-47.0161536,71.1,169.9,wood,way,1092774055,49.7,media
644,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0948629,-47.0164057,63.2,110.0,wood,way,1092774055,65.7,media
645,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.094298,-47.0166269,70.4,68.2,wood,way,1092774055,76.8,alta
646,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0935368,-47.0168723,106.3,67.9,wood,way,1092774055,76.9,alta
647,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0924575,-47.0171888,142.4,102.9,wood,way,1092774055,67.6,media
648,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.09133,-47.0175299,117.9,101.2,wood,way,1092774054,68.0,media
649,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0906303,-47.017753,44.3,68.1,wood,way,1092774054,76.8,alta
650,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0902704,-47.0178801,39.9,71.7,wood,way,1092774054,75.9,alta
651,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0899251,-47.0180137,41.6,89.8,wood,way,1092774054,71.0,alta
652,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0895576,-47.0181738,46.5,108.6,wood,way,1092774054,66.0,media
653,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0891492,-47.0183767,53.3,133.5,wood,way,1092774054,59.4,media
654,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0887296,-47.0186084,51.4,135.9,grass,way,1091068749,48.7,media
655,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0883771,-47.0188262,38.8,91.4,grass,way,1091068749,60.6,media
