segmento_id,osm_via_id,rodovia,nome_via,sentido_osm,faixas,velocidade_max_kmh,latitude,longitude,comprimento_segmento_m,distancia_vegetacao_m,tipo_vegetacao,osm_vegetacao_tipo,osm_vegetacao_id,score_prioridade,prioridade_inspecao
656,155491526,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0880612,-47.0190484,44.9,50.1,grass,way,1091068749,71.6,alta
657,155491533,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1004774,-47.0129127,13.7,66.1,wood,way,345112900,77.4,alta
658,155491533,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.10102,-47.0124613,138.3,82.1,wood,way,345112900,73.1,alta
659,155491533,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1017649,-47.011848,69.5,160.9,wood,way,345112900,52.1,media
660,155491533,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1022671,-47.0114332,70.8,226.0,wood,way,345112900,34.7,baixa
661,155491533,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1040091,-47.0099932,415.9,269.6,grass,way,1090229503,13.1,baixa
662,155491533,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1056415,-47.0086465,39.8,146.5,grass,way,1090229505,45.9,media
663,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.135304,-46.9786108,207.5,248.4,wood,way,1094352202,28.8,baixa
664,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1334797,-46.979218,216.8,253.6,wood,way,1094352103,27.4,baixa
665,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1318216,-46.9797619,168.4,111.7,wood,way,1094352103,65.2,media
666,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1309676,-46.9800597,31.1,62.8,wood,way,1094352103,78.3,alta
667,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1307277,-46.9801602,26.1,71.1,wood,way,1094352103,76.1,alta
668,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1304903,-46.9802642,30.9,87.9,wood,way,1094352103,71.6,alta
669,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1302195,-46.9803956,35.1,114.1,wood,way,1094352103,64.6,media
670,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1297238,-46.9806739,89.0,161.4,wood,way,1094352256,51.9,media
671,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1292471,-46.9809555,31.6,180.7,wood,way,1094352256,46.8,media
672,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1289838,-46.9811299,36.9,200.5,wood,way,1094352256,41.5,media
673,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1287272,-46.9813102,31.0,198.0,wood,way,1094352256,42.2,media
674,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1284886,-46.981496,34.3,197.7,wood,way,1094352256,42.3,media
675,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.128221,-46.98173,42.1,205.6,wood,way,1094352256,40.2,media
676,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1279127,-46.9820257,49.4,221.6,wood,way,1092763922,35.9,baixa
677,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1275501,-46.9824086,63.0,220.7,wood,way,1092763922,36.1,baixa
678,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1266603,-46.9834252,224.0,257.9,wood,way,1092763922,26.2,baixa
679,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1256544,-46.9845866,102.3,311.2,wood,way,1092763922,15.0,baixa
680,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1252678,-46.9850398,24.2,340.1,wood,way,1092763922,15.0,baixa
681,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1249816,-46.9853711,68.8,366.0,wood,way,1092763922,15.0,baixa
682,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1242214,-46.9862286,174.8,397.0,wood,way,1094351953,15.0,baixa
683,156620473,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1231452,-46.9874435,170.2,239.6,wood,way,1094351953,31.1,baixa
684,156620474,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1631189,-46.9473823,53.0,126.3,wood,way,1094352290,61.3,media
685,156620474,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1634394,-46.9470005,52.8,127.1,wood,way,1094352290,61.1,media
686,156620474,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1639452,-46.9464581,105.2,157.8,wood,way,1094352290,52.9,media
687,156620475,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1363515,-46.9782387,37.6,268.8,wood,way,1094352202,23.3,baixa
688,156620476,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1454723,-46.9666156,44.7,100.7,wood,way,1094352275,68.2,media
689,156620477,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.165749,-46.9438619,66.2,220.7,wood,way,1094352284,36.2,baixa
690,156620478,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1637382,-46.9460665,106.8,129.7,wood,way,1094352290,60.4,media
691,156620478,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1633121,-46.9465199,25.8,93.7,wood,way,1094352290,70.0,alta
692,156620478,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1631427,-46.9467071,27.9,83.8,wood,way,1094352290,72.7,alta
693,156620478,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1628996,-46.9469963,52.2,80.7,wood,way,1094352290,73.5,alta
694,156620479,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1366381,-46.9785552,31.3,314.2,wood,way,1094352202,15.0,baixa
695,156620480,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.162646,-46.9472967,31.2,84.5,wood,way,1094352290,72.5,alta
696,156620480,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1619137,-46.9481438,206.6,59.6,wood,way,1094352290,79.1,alta
697,156620480,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1606216,-46.9495993,207.1,129.0,wood,way,1094352290,60.6,media
698,156620480,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1586419,-46.9517692,417.9,257.9,wood,way,1094352258,26.2,baixa
699,156620481,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1452411,-46.9661751,41.2,55.0,wood,way,1094352275,80.3,alta
700,156620482,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1663382,-46.9438456,65.9,242.7,wood,way,1094352284,30.3,baixa
701,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1666303,-46.9435048,29.4,231.8,wood,way,1094352284,33.2,baixa
702,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1668121,-46.9432971,29.3,229.6,wood,way,1094352284,33.8,baixa
703,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1671138,-46.9429815,63.8,235.7,wood,way,1094352284,32.1,baixa
704,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1677242,-46.9423611,122.0,273.5,wood,way,1094352284,22.1,baixa
705,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1685364,-46.9415789,119.3,353.9,wood,way,1094352284,15.0,baixa
706,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1692852,-46.9409085,96.4,327.9,wood,way,1094352131,15.0,baixa
707,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1699985,-46.9403177,103.1,282.0,wood,way,1094352131,19.8,baixa
708,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.170592,-46.9398556,59.2,261.2,wood,way,1094352131,25.4,baixa
709,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.171185,-46.9394355,98.2,188.1,grass,way,1415047643,34.8,baixa
710,156620483,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1716124,-46.9391475,13.6,139.9,grass,way,1415047643,47.7,media
711,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1371696,-46.9782883,98.9,338.7,wood,way,1094352202,15.0,baixa
712,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1381408,-46.9776854,150.2,401.5,wood,way,1094352134,15.0,baixa
713,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1388419,-46.9771749,37.6,320.7,wood,way,1094352134,15.0,baixa
714,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1391354,-46.9769154,46.6,289.7,wood,way,1094352134,17.8,baixa
715,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1394617,-46.9766083,49.4,259.3,wood,way,1094352134,25.9,baixa
716,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1399093,-46.9761235,91.2,230.7,wood,way,1094352134,33.5,baixa
717,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1403162,-46.97564,42.9,219.0,wood,way,1094352134,36.6,baixa
718,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1405727,-46.9752746,51.2,219.5,wood,way,1094352199,36.5,baixa
719,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1408446,-46.9748495,54.7,171.6,wood,way,1094352199,49.2,media
720,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.141156,-46.9743251,73.0,116.9,wood,way,1094352199,63.8,media
721,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1414902,-46.9737417,67.6,69.4,wood,way,1094352199,76.5,alta
722,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1422204,-46.9724362,244.9,76.8,wood,way,1094352199,74.5,alta
723,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1432402,-46.9706079,192.4,98.0,wood,way,1094352291,68.9,media
724,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1441595,-46.9689623,201.3,61.5,wood,way,1094352210,78.6,alta
725,156620484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1449984,-46.9674614,157.9,92.7,wood,way,1094352210,70.3,alta
726,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.144521,-46.9674856,271.0,77.7,wood,way,1094352275,74.3,alta
727,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1425814,-46.9709884,565.1,101.5,wood,way,1094352291,67.9,media
728,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1408558,-46.9740647,171.8,92.0,wood,way,1094352199,70.5,alta
729,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1403124,-46.9749726,49.8,196.0,wood,way,1094352199,42.7,media
730,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1400478,-46.9753484,47.0,241.9,wood,way,1094352199,30.5,baixa
731,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1396327,-46.9758483,90.8,271.4,wood,way,1094352134,22.6,baixa
732,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1391921,-46.9763267,47.8,296.0,wood,way,1094352134,16.1,baixa
733,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.138873,-46.9766315,46.7,322.8,wood,way,1094352134,15.0,baixa
734,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1382228,-46.9771485,132.6,389.6,wood,way,1094352134,15.0,baixa
735,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1375406,-46.9776337,48.8,339.2,wood,way,1094352202,15.0,baixa
736,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.137208,-46.9778312,35.5,315.8,wood,way,1094352202,15.0,baixa
737,156620485,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.1367882,-46.9780426,67.5,289.8,wood,way,1094352202,17.7,baixa
738,195187055,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9158353,-47.1566996,101.6,7.1,grass,way,1425941710,83.1,alta
739,195187055,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9164659,-47.1555228,177.3,6.0,grass,way,1425941710,83.4,alta
740,195187055,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9176329,-47.1533408,339.6,6.1,grass,way,1425941710,83.4,alta
741,195187055,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9185314,-47.1516516,60.0,6.8,grass,way,1425941710,83.2,alta
742,195187055,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9190874,-47.1506088,186.8,6.8,grass,way,1425941711,83.2,alta
743,195187055,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9198287,-47.1492239,141.3,5.9,grass,way,1425941711,83.4,alta
744,195187055,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.920246,-47.1484235,47.1,7.4,grass,way,1425941711,83.0,alta
745,195187056,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9154233,-47.1574736,81.5,6.5,wood,way,742291742,93.3,alta
746,195187057,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9152772,-47.1572919,85.1,29.9,wood,way,742291742,87.0,alta
747,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9138131,-47.1600496,567.0,5.3,grass,way,1425941129,83.6,alta
748,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9124253,-47.16266,50.5,5.6,grass,way,1425941129,83.5,alta
749,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9122056,-47.1630957,51.3,6.0,grass,way,1425941129,83.4,alta
750,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9119805,-47.1635932,62.3,5.5,grass,way,1425941129,83.5,alta
751,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.911698,-47.1643165,98.6,5.0,grass,way,1425941129,83.7,alta
752,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9114555,-47.1649951,50.5,5.5,grass,way,1425941129,83.5,alta
753,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9113125,-47.165466,51.1,5.7,grass,way,1425941129,83.5,alta
754,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.911192,-47.1659176,45.2,5.8,grass,way,1425941129,83.4,alta
755,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9110928,-47.1663465,45.4,5.5,grass,way,1425941129,83.5,alta
756,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9109974,-47.1667968,49.3,5.8,grass,way,1425941129,83.4,alta
757,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9109123,-47.1672636,48.2,5.8,grass,way,1425941129,83.4,alta
758,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9108452,-47.1677256,47.6,5.5,grass,way,1425941129,83.5,alta
759,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9107899,-47.1681805,46.4,5.3,grass,way,1425941129,83.6,alta
760,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9107471,-47.168628,45.8,5.7,grass,way,1425941129,83.5,alta
761,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9107174,-47.1691025,51.7,5.5,grass,way,1425941129,83.5,alta
762,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9107018,-47.1695639,42.9,5.7,grass,way,1425941129,83.5,alta
763,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9107,-47.1699768,41.7,5.6,grass,way,1425941129,83.5,alta
764,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9107083,-47.1703658,38.0,5.8,grass,way,1425941129,83.5,alta
765,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9107271,-47.1707693,44.7,5.7,grass,way,1425941129,83.5,alta
766,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9107616,-47.1712334,50.7,5.5,grass,way,1425941129,83.5,alta
767,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9108237,-47.1718253,71.4,5.6,grass,way,1425941129,83.5,alta
768,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9109064,-47.1724847,64.9,6.7,grass,way,1425941129,83.2,alta
769,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9110885,-47.173777,202.9,6.4,grass,way,1425941129,83.3,alta
770,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9114744,-47.176528,367.2,6.0,grass,way,1425941129,83.4,alta
771,195187058,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9119218,-47.1797706,304.5,6.7,grass,way,1425941129,83.2,alta
772,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.921111,-47.1463186,42.8,5.1,grass,way,1415048980,83.6,alta
773,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9212275,-47.1459195,42.9,5.2,grass,way,1415048980,83.6,alta
774,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9213292,-47.1454876,48.5,5.9,grass,way,1415048980,83.4,alta
775,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9214134,-47.1450247,48.2,5.5,grass,way,1415048980,83.5,alta
776,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9214713,-47.144619,35.9,5.6,grass,way,1415048980,83.5,alta
777,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.921511,-47.1441874,52.9,5.5,grass,way,1415048980,83.5,alta
778,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9215369,-47.1436302,61.4,5.1,grass,way,1415048980,83.7,alta
779,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9215397,-47.1431293,41.2,5.1,grass,way,1415048980,83.6,alta
780,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9215205,-47.1426907,48.8,4.8,grass,way,1415048980,83.7,alta
781,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9214785,-47.142179,56.5,5.1,grass,way,1415048980,83.6,alta
782,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9213822,-47.141359,112.9,5.4,grass,way,1415048980,83.6,alta
783,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9212791,-47.1405999,44.3,5.5,grass,way,1415048980,83.5,alta
784,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.921179,-47.1398617,108.6,5.8,grass,way,1415048980,83.4,alta
785,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210919,-47.139165,35.4,5.9,grass,way,1415048980,83.4,alta
786,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210592,-47.1388523,29.0,5.7,grass,way,1415048980,83.5,alta
787,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210346,-47.138594,24.1,5.5,grass,way,1415048980,83.5,alta
788,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210176,-47.1383639,23.2,5.6,grass,way,1415048980,83.5,alta
789,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210105,-47.1381395,22.8,6.3,grass,way,1415048980,83.3,alta
790,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210107,-47.1378331,39.9,8.3,grass,way,1415048980,82.8,alta
791,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210179,-47.1375382,20.5,14.3,grass,way,1415048980,81.2,alta
792,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.921034,-47.1373296,22.4,15.9,grass,way,1415048980,80.8,alta
793,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.921056,-47.1371158,21.7,25.9,grass,way,1415048980,78.1,alta
794,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210814,-47.1368884,25.2,46.7,grass,way,1415048980,72.5,alta
795,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9211299,-47.1365624,42.4,79.6,grass,way,1415048980,63.8,media
796,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9212027,-47.136188,35.9,85.0,wood,way,1074239243,72.3,alta
797,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9212839,-47.1358475,36.1,81.8,wood,way,1074239243,73.2,alta
798,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9213717,-47.1355401,29.9,86.0,wood,way,1074239243,72.1,alta
799,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9214622,-47.1352687,29.2,91.2,wood,way,1074239243,70.7,alta
800,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.921547,-47.1350291,23.3,87.6,wood,way,1074239244,71.6,alta
801,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9215964,-47.1348943,6.4,81.6,wood,way,1074239244,73.2,alta
802,220893669,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9217164,-47.1346265,54.6,74.8,wood,way,1074239244,75.1,alta
803,220893670,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9209538,-47.1468097,18.9,9.0,grass,way,1425941712,82.6,alta
804,220893670,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9210172,-47.1466203,22.4,10.1,grass,way,1415048980,82.3,alta
805,220893671,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9206004,-47.1477086,35.9,6.3,grass,way,1425941712,83.3,alta
806,220893671,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9207354,-47.1473974,34.6,5.9,grass,way,1425941712,83.4,alta
807,220893671,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9208607,-47.147069,38.2,6.5,grass,way,1425941712,83.3,alta
808,220893672,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9206274,-47.1470942,35.4,5.9,grass,way,1425941712,83.4,alta
809,220893672,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9205129,-47.1473761,27.7,6.5,grass,way,1425941712,83.3,alta
810,220893672,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9204143,-47.1475972,22.6,6.8,grass,way,1425941712,83.2,alta
811,220893674,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9208019,-47.1466006,28.3,16.6,grass,way,1415048980,80.6,alta
812,220893674,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9207248,-47.1468331,22.3,5.9,grass,way,1425941712,83.4,alta
813,220893678,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9202749,-47.1478891,44.7,13.0,grass,way,1425941712,81.5,alta
814,220893681,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9204372,-47.1480431,41.7,16.9,grass,way,1425941712,80.5,alta
815,220893683,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9200906,-47.1482631,42.1,6.2,grass,way,1425941711,83.3,alta
816,220893683,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9196751,-47.1490515,143.9,5.8,grass,way,1425941711,83.5,alta
817,220893683,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9191596,-47.1500163,84.5,5.4,grass,way,1425941711,83.5,alta
818,220893683,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9187089,-47.150853,114.0,6.6,grass,way,1425941710,83.2,alta
819,220893683,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9183043,-47.1516121,65.6,5.6,grass,way,1425941710,83.5,alta
820,220893683,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9173761,-47.1533499,345.9,6.1,grass,way,1425941710,83.4,alta
821,220893683,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9161715,-47.1556053,188.2,6.6,grass,way,1425941710,83.2,alta
822,220893683,SP-348,Rodovia dos Bandeirantes,yes,3,120,-22.9156064,-47.1566653,62.7,6.5,grass,way,1425941710,83.3,alta
823,220925484,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0414548,-47.0644729,35.9,276.5,wood,way,1094356575,21.3,baixa
824,220925485,SP-348,Rodovia dos Bandeirantes,yes,3,110,-23.0411157,-47.0642609,36.4,255.9,wood,way,1094356575,26.7,baixa
825,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.041885,-47.0636589,156.2,201.8,wood,way,1094356575,41.2,media
826,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0424293,-47.0626522,82.7,140.3,wood,way,1094356575,57.6,media
827,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0427823,-47.0620387,65.3,137.6,wood,way,1094356575,58.3,media
828,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0433334,-47.0612053,144.8,107.8,wood,way,1094356565,66.2,media
829,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0438417,-47.0604971,39.1,57.4,wood,way,1094356586,79.7,alta
830,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0440611,-47.0602194,35.8,38.9,wood,way,1094356586,84.6,alta
831,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0449232,-47.0591526,254.7,87.3,wood,way,1094356586,71.7,alta
832,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0460267,-47.0578015,115.0,130.6,wood,way,1092771796,60.2,media
833,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0464933,-47.0572387,40.1,175.7,wood,way,1092771796,48.1,media
834,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.046729,-47.0569561,38.0,205.9,wood,way,1092771796,40.1,media
835,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0469698,-47.0566629,42.4,239.5,wood,way,1092771796,31.1,baixa
836,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0472008,-47.0563823,34.6,261.3,wood,way,1092771796,25.3,baixa
837,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0479323,-47.0554905,209.9,291.5,wood,way,1092771796,17.3,baixa
838,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0489159,-47.0542909,119.0,290.5,wood,way,1092771796,17.5,baixa
839,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0496469,-47.0534108,123.7,213.8,wood,way,1092771796,38.0,baixa
840,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.050809,-47.052058,255.1,127.7,wood,way,1092771796,60.9,media
841,220925486,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0520854,-47.0506103,155.2,118.0,wood,way,1092771796,63.5,media
842,220925487,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.041019,-47.0644444,6.8,249.7,wood,way,1094356582,28.4,baixa
843,220925487,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0405621,-47.0653148,198.3,206.8,wood,way,1094356582,39.9,baixa
844,220925487,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0399722,-47.0664101,61.5,203.5,wood,way,1094356582,40.7,media
845,220925487,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0397087,-47.0668405,44.3,222.1,wood,way,1094356582,35.8,baixa
846,220925487,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0394791,-47.0671785,41.7,243.0,wood,way,1094356582,30.2,baixa
847,220925487,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0392472,-47.0674815,39.1,265.6,wood,way,1094356582,24.2,baixa
848,220925487,SP-348,Rodovia dos Bandeirantes,yes,3,120,-23.0389787,-47.0677981,49.0,293.1,wood,way,1094356582,16.8,baixa
